,Zone,Année,Qte pesticide(kg/ha),Rendement(hg/ha),Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O,rainfall,Temperature
528,Paraguay,2000,1.13,509022,5.88,8.33,6.75,81.84017777777778,22.52706666666667
529,Paraguay,2001,3.31,518013,6.91,7.41,6.56,76.29096666666666,23.30112222222223
530,Paraguay,2002,3.5499999999999994,507474,10.56,20.69,15.06,88.73147777777777,23.3221
531,Paraguay,2003,3.82,432882,12.33,28.0,23.96,81.57792222222223,22.964477777777773
532,Paraguay,2004,4.06,461385,14.62,32.78,28.76,68.8105211111111,22.682533333333332
533,Paraguay,2005,4.29,421599,11.77,29.18,22.97,76.30322222222223,22.72507777777778
534,Paraguay,2006,4.5,411879,13.12,31.75,25.85,72.43845555555555,23.12315555555556
535,Paraguay,2007,4.71,873846,20.55,37.44,33.81,81.30141,22.54193333333333
536,Paraguay,2008,4.89,899586,15.32,30.23,27.59,75.67703333333333,22.42218888888889
537,Paraguay,2009,5.06,888315,14.96,29.48,19.6,74.18310000000002,22.65483333333333
538,Paraguay,2010,5.2,910587,20.1,34.68,29.03,88.86539888888888,22.6062
539,Paraguay,2011,5.3,882738,23.91,42.36,33.64,81.55172222222222,22.819133333333333
540,Paraguay,2012,5.28,916131,21.95,34.38,26.28,84.60536666666667,23.142066666666665
541,Paraguay,2013,5.400000000000001,895167,25.26,39.23,30.8,77.31,22.556711111111113
542,Paraguay,2014,3.81,887490,28.33,41.26,36.82,116.80065555555558,23.321844444444448
543,Paraguay,2015,3.82,888168,24.69,39.83,30.06,104.26714444444444,23.44418888888889
544,Paraguay,2016,3.91,889677,25.32,46.96,39.25,87.74072222222222,22.503811111111112
545,Philippines,1991,1.11,207537,30.62,7.85,6.83,168.99444444444444,26.099055555555548
546,Philippines,1992,1.16,207636,36.87,7.43,7.09,159.85021111111112,25.868977777777783
547,Philippines,1993,1.22,200208,41.0,9.86,6.93,153.85373333333334,25.87906666666667
548,Philippines,1994,1.38,205404,41.29,10.85,9.51,200.31757777777776,26.02052222222223
549,Philippines,1995,1.5200000000000002,207030,41.03,13.39,7.37,186.52421111111116,25.91313333333333
550,Philippines,1996,1.61,226296,49.56,14.98,11.15,190.08616666666663,25.7737
551,Philippines,1997,1.6499999999999997,211977,55.46,15.04,11.36,170.76001111111108,25.714588888888887
552,Philippines,1998,1.68,217164,41.62,12.06,10.22,125.61855555555556,26.5581
553,Philippines,1999,1.8,221109,49.09,14.58,12.34,263.444,25.86564444444444
554,Philippines,2000,1.76,212535,50.15,12.75,12.56,220.63877777777782,25.95328888888889
555,Philippines,2001,1.75,209592,52.39,15.35,12.95,234.10833333333335,26.197744444444453
556,Philippines,2002,1.8,209952,46.21,13.43,11.73,202.09937777777782,25.92836666666667
557,Philippines,2003,1.81,206787,58.79,13.29,13.14,219.68506666666667,25.88128888888889
558,Philippines,2004,1.82,203010,63.17,12.98,12.06,190.09573333333336,26.002688888888887
559,Philippines,2005,1.94,218091,55.21,13.93,10.35,185.22082222222218,26.090855555555553
560,Philippines,2006,1.99,212709,47.06,14.76,11.61,190.8151,26.061688888888888
561,Philippines,2007,2.05,215463,50.53,19.94,11.43,179.9034888888889,26.189811111111112
562,Philippines,2008,2.08,208518,38.18,7.54,8.71,262.16133333333335,25.67738888888889
563,Philippines,2009,2.1,199725,40.39,6.15,16.48,239.7735555555555,25.780711111111113
564,Philippines,2010,2.16,195396,55.96,8.72,11.03,170.1054111111111,26.11306666666667
565,Philippines,2011,1.96,187998,48.18,14.03,11.16,259.46674444444443,25.656866666666666
566,Philippines,2012,1.92,185469,43.0,7.36,10.06,250.50322222222226,26.16771111111111
567,Philippines,2013,1.95,176109,48.21,18.41,13.02,205.3813333333333,26.254144444444453
568,Philippines,2014,1.94,173547,54.44,12.44,13.52,187.46651111111112,25.879555555555548
569,Philippines,2015,2.13,176802,48.16,12.0,11.08,177.1423888888889,26.124044444444444
570,Philippines,2016,0.37,138639,57.42,14.4,14.85,167.81463333333338,26.64376666666667
571,Portugal,1991,3.0400000000000005,241095,45.75,24.66,13.3,50.43782444444446,16.241414444444445
572,Portugal,1992,2.01,244422,41.78,23.03,14.8,38.63644555555556,16.063319999999994
573,Portugal,1993,3.0,249870,43.04,24.36,16.02,48.27306666666666,15.586521111111107
574,Portugal,1994,3.25,282060,43.36,24.73,15.92,50.915277777777774,16.028772222222226
575,Portugal,1995,4.07,301512,43.1,24.48,16.55,42.18309111111111,16.514684444444445
576,Portugal,1996,4.56,260088,48.35,27.84,18.32,83.67320555555557,15.881762222222221
577,Portugal,1997,4.92,295947,46.72,25.87,18.53,51.025166666666664,16.67406777777778
578,Portugal,1998,5.739999999999998,357528,52.23,28.31,19.94,56.91076333333332,16.646575555555557
579,Portugal,1999,6.349999999999999,302511,49.46,28.44,19.79,53.308822222222226,16.22654111111111
580,Portugal,2000,6.09,346587,44.5,24.81,16.93,44.79475000000001,16.209574444444446
581,Portugal,2001,6.43,310416,42.73,25.72,17.84,73.83682333333334,16.57049
582,Portugal,2002,7.25,380589,68.05,32.93,28.8,53.226398888888895,15.838717777777779
583,Portugal,2003,7.349999999999999,385386,47.5,38.64,30.79,57.881077777777776,16.881735555555554
584,Portugal,2004,7.57,361956,56.24,53.37,33.47,43.89750555555556,16.481815555555556
585,Portugal,2005,7.96,328965,49.96,37.6,41.25,22.834246666666665,16.36792111111111
586,Portugal,2006,7.919999999999999,363120,44.07,25.79,15.96,52.50203333333334,16.70918111111111
587,Portugal,2007,8.88,342738,60.13,36.21,27.94,53.37669444444444,16.13466777777778
588,Portugal,2008,8.79,301998,54.1,21.17,22.37,62.678931111111105,16.510877777777775
589,Portugal,2009,7.32,357018,50.91,13.83,9.77,44.94442666666666,16.66172777777778
590,Portugal,2010,7.400000000000001,370602,53.85,22.26,15.72,90.3947622222222,16.49376777777778
591,Portugal,2011,7.59,422007,51.43,15.99,13.33,61.591238888888896,16.710384444444443
592,Portugal,2012,6.71,390117,57.58,17.87,15.91,33.445237777777784,16.37262777777778
593,Portugal,2013,5.37,435018,58.71,21.01,21.52,70.66535777777777,16.239504444444446
594,Portugal,2014,6.98,460536,70.37,22.88,20.31,70.31569555555556,16.564861111111117
595,Portugal,2015,5.489999999999998,447600,64.71,25.34,19.01,33.11214222222222,16.539482222222222
596,Portugal,2016,5.61,522138,62.21,29.06,18.59,72.34735111111111,16.563788888888887
597,Qatar,1991,0.09000000000000001,44950,136.36,0.0,0.0,5.743116666666666,27.75921111111111
598,Qatar,1992,0.06999999999999999,44857,107.14,0.0,0.0,5.17597,27.102711111111105
599,Qatar,1993,0.06666666666666668,44828,133.33,0.0,0.0,11.55492111111111,27.976022222222227
600,Qatar,1994,0.06666666666666668,44870,400.0,0.0,0.0,3.9707966666666663,28.72072222222223
601,Qatar,1995,0.09000000000000001,44758,400.0,0.0,0.0,7.187445555555557,28.357111111111113
602,Qatar,1996,0.12666666666666668,45099,73.25,0.0,0.0,11.174703333333332,28.86027777777777
603,Qatar,1997,0.46,44908,72.81,0.0,0.0,9.95126,28.091811111111113
604,Qatar,1998,0.77,45455,62.5,0.0,0.0,7.727464444444443,29.34893333333333
605,Qatar,1999,1.1033333333333333,45882,50.0,0.0,0.0,7.554559999999999,29.846811111111112
606,Qatar,2000,1.4166666666666667,44444,31.25,0.0,0.0,1.3779044444444442,29.273122222222213
607,Qatar,2001,1.39,48256,55.21,0.0,0.0,1.7931588888888892,29.1372
608,Qatar,2002,4.69,170535,68.97,5.52,29.72,3.9743322222222224,29.1942
609,Qatar,2003,4.66,202758,68.49,0.0,0.0,4.994410000000001,29.25161111111111
610,Qatar,2004,4.66,256227,68.49,0.0,0.0,3.195105555555556,29.177100000000006
611,Qatar,2005,4.79,366693,70.42,0.0,0.0,6.2490588888888885,28.69005555555556
612,Qatar,2006,1.4533333333333334,118259,64.1,0.0,0.0,4.3683877777777775,29.521855555555558
613,Qatar,2007,1.4533333333333334,108120,64.1,0.0,0.0,4.364476666666667,29.315344444444452
614,Qatar,2008,2.66,177778,58.62,0.0,211.02,3.4166544444444447,29.296922222222218
615,Qatar,2009,3.0,114942,66.23,0.0,7.95,3.3966933333333333,29.448244444444448
616,Qatar,2010,2.7466666666666666,63964,60.61,0.0,218.18,2.759043333333333,30.1497
617,Qatar,2011,3.013333333333333,56040,66.53,0.0,79.84,4.495775555555556,29.73178888888889
618,Qatar,2012,4.12,71052,60.53,0.0,72.64,1.0109588888888892,29.337855555555556
619,Qatar,2013,3.68,70668,54.05,0.0,0.0,2.2898000000000005,29.260922222222234
620,Qatar,2014,3.86,73170,56.82,0.0,0.0,5.802925555555557,29.457577777777782
621,Qatar,2015,3.82,104742,78.65,22.47,78.65,1.6201455555555553,29.81937777777778
622,Qatar,2016,4.0,135609,76.47,23.53,82.35,1.7871533333333336,29.832377777777783
623,Rwanda,2000,0.13,42858,0.09,0.09,0.09,67.4815388888889,20.081666666666663
624,Rwanda,2001,0.06,44682,0.08,0.08,0.08,103.67985888888887,20.250488888888892
625,Rwanda,2002,0.08,45000,0.64,0.58,0.57,86.93325444444444,20.616544444444443
626,Rwanda,2003,0.10000000000000002,45204,0.65,0.59,0.58,96.29431888888887,20.503411111111106
627,Rwanda,2004,0.12,45000,0.52,0.46,0.52,75.62082444444445,20.596344444444448
628,Rwanda,2005,0.17,45000,0.91,0.82,0.82,83.16621000000002,20.61834444444445
629,Rwanda,2006,0.21,44211,0.44,1.13,1.31,88.37461666666668,20.197177777777775
630,Rwanda,2007,0.29,45069,1.89,3.11,1.47,113.52259,19.9824
631,Rwanda,2008,0.24,40071,2.05,3.16,2.66,87.58337222222224,19.97772222222222
632,Rwanda,2009,0.87,99780,0.39,0.33,0.33,91.24069222222221,20.550411111111114
633,Rwanda,2010,0.23,30749,0.07,0.0,0.0,114.95480999999998,20.22241111111111
634,Rwanda,2011,0.13,83667,0.06,0.02,0.0,141.24054444444445,20.171344444444443
635,Rwanda,2012,0.66,122790,1.65,2.04,0.48,64.65917222222222,19.889211111111113
636,Rwanda,2013,1.29,88284,4.69,2.99,1.54,93.31460333333335,19.801877777777776
637,Rwanda,2014,1.47,90672,4.96,3.31,2.09,90.57097777777778,20.076522222222227
638,Rwanda,2015,1.7700000000000002,93879,7.92,5.02,3.26,75.71998666666666,19.813155555555557
639,Rwanda,2016,1.45,95739,3.09,4.89,0.94,115.70155555555556,20.34642222222222
640,Samoa,2002,0.41,149079,0.09,0.07,0.07,253.54242222222226,28.229455555555557
641,Samoa,2003,0.57,148950,0.17,0.29,0.12,219.47677777777776,27.808144444444448
642,Samoa,2004,0.73,148767,0.35,0.35,0.3,196.51990000000004,27.37161111111111
643,Samoa,2005,0.92,148527,0.32,0.34,0.32,288.63777777777767,27.868977777777772
644,Samoa,2006,1.13,148266,0.25,0.22,0.19,301.7341111111112,27.680533333333337
645,Samoa,2007,1.33,147858,0.46,0.32,0.32,296.96055555555563,28.036033333333336
646,Samoa,2008,1.63,147552,0.56,0.5,0.47,241.21833333333333,27.44912222222223
647,Samoa,2009,1.94,147189,0.37,0.43,0.37,225.20766666666668,27.754922222222234
648,Samoa,2010,1.7700000000000002,146817,0.17,0.14,0.14,257.52777777777777,27.885655555555548
649,Samoa,2011,1.68,146436,0.1,0.12,0.15,199.9604888888889,27.221755555555557
650,Samoa,2012,1.61,144828,0.01,0.04,0.03,224.50784444444446,27.1828
651,Samoa,2013,1.54,145659,0.17,0.15,0.12,285.4598888888888,27.636866666666666
652,Samoa,2014,1.5,145551,0.12,0.01,0.0,251.47066666666672,27.39634444444444
653,Samoa,2015,1.45,145431,0.02,0.12,0.03,266.774,27.348333333333336
654,Samoa,2016,1.53,145035,0.2,0.03,0.02,208.2736333333333,27.880388888888888
655,Seychelles,1999,4.75,253716,2.5,1.5,1.75,127.73215555555555,27.08274444444445
656,Seychelles,2000,4.75,254067,3.75,2.75,4.0,123.4207,26.99821111111111
657,Seychelles,2001,4.75,258423,2.0,1.25,1.75,153.38668888888893,27.23171111111111
658,Seychelles,2003,4.75,269076,2.0,0.25,3.75,152.00132222222226,27.4197
659,Seychelles,2004,4.75,271647,0.75,1.0,1.0,120.67516666666668,27.113111111111113
660,Seychelles,2005,4.75,277212,2.5,2.5,3.5,108.04221111111113,27.401155555555558
661,Seychelles,2006,3.1666666666666665,188290,1.0,0.0,1.75,109.99671111111107,27.396355555555555
662,Seychelles,2007,4.22,197732,8.33,0.0,1.67,112.99292222222223,27.701
663,Seychelles,2008,6.330000000000001,313935,4.67,3.0,3.67,100.25318888888887,27.181744444444448
664,Seychelles,2009,6.55,320970,8.28,3.79,5.86,125.62231111111113,27.62532222222222
665,Seychelles,2010,7.919999999999999,307899,4.17,2.08,5.83,145.58637777777778,27.8121
666,Seychelles,2011,12.67,357717,20.0,3.33,6.67,108.24727777777777,27.67547777777777
667,Seychelles,2012,12.67,396012,25.96,13.1,9.94,107.62787777777777,27.55465555555556
668,Seychelles,2013,12.26,410586,16.85,7.49,8.72,125.12086666666664,27.51404444444445
669,Seychelles,2014,12.26,422358,23.72,2.03,6.88,138.12735555555557,27.51094444444445
670,Seychelles,2015,12.26,405066,37.15,22.23,19.68,124.63558888888888,27.78645555555555
671,Seychelles,2016,12.26,417669,30.61,7.69,12.19,137.36931111111113,27.616266666666668
672,Suriname,1991,3.0400000000000005,198000,8.82,2.94,2.94,220.044,25.72071111111111
673,Suriname,1992,2.91,202506,38.24,1.47,2.94,189.19834444444442,25.467588888888887
674,Suriname,1993,2.76,225327,44.12,1.47,2.94,233.78756666666663,25.355911111111112
675,Suriname,1994,2.63,231258,58.82,1.47,2.94,242.94063333333332,25.505355555555557
676,Suriname,1995,2.49,220953,58.82,1.47,2.94,188.5869888888889,26.2125
677,Suriname,1996,2.09,199026,102.94,1.47,2.94,259.2318777777777,25.866922222222218
678,Suriname,1997,2.07,243444,101.49,1.49,2.99,205.69212222222225,25.820855555555557
679,Suriname,1998,2.25,238647,84.99,11.94,16.42,188.76092222222218,26.57771111111111
680,Suriname,1999,1.6333333333333335,160600,71.64,0.0,7.46,228.98888888888885,25.699322222222218
681,Suriname,2000,1.7533333333333332,144318,79.1,0.0,7.46,275.23225555555547,25.614455555555555
682,Suriname,2001,2.8000000000000003,161944,78.46,0.0,7.69,177.19261111111112,25.904633333333337
683,Suriname,2002,7.12,257115,75.23,2.29,2.25,217.42961111111111,25.87051111111111
684,Suriname,2003,7.07,289779,91.69,4.36,2.28,181.19143333333332,26.17743333333333
685,Suriname,2004,6.07,272049,106.42,10.14,10.14,224.27592222222225,25.94375555555556
686,Suriname,2005,7.31,264408,76.51,5.05,13.2,248.73962222222232,26.429500000000004
687,Suriname,2006,6.75,291114,136.8,10.36,16.16,238.43295555555562,26.16873333333333
688,Suriname,2007,7.650000000000001,292494,99.37,13.87,18.96,252.36330000000004,26.077333333333332
689,Suriname,2008,9.63,335118,277.88,108.85,109.17,244.6967111111111,25.80295555555556
690,Suriname,2009,9.78,283422,120.03,13.29,12.41,184.42971111111112,26.16938888888889
691,Suriname,2010,7.84,326952,161.38,15.11,14.59,224.52047777777776,26.51904444444445
692,Suriname,2011,14.86,411837,146.7,21.9,21.32,242.56227777777775,26.007266666666666
693,Suriname,2012,11.12,409404,106.43,31.4,34.56,234.03243333333333,25.82135555555556
694,Suriname,2013,8.14,445614,98.03,31.22,26.06,246.00453333333337,26.001244444444442
695,Suriname,2014,8.77,391758,133.68,24.74,20.09,197.4407444444444,26.006888888888888
696,Suriname,2015,13.85,366717,152.44,20.07,16.4,240.56377777777774,26.143644444444448
697,Suriname,2016,8.68,401940,171.21,15.39,12.71,209.6377555555556,26.222666666666665
698,Togo,1991,0.10000000000000002,133410,2.5,1.67,1.18,133.71387777777778,27.123911111111113
699,Togo,1992,0.09000000000000001,133623,2.71,1.67,1.19,96.81470666666668,26.87917777777778
700,Togo,1993,0.09000000000000001,133836,2.06,1.3,0.92,106.20044555555555,26.998577777777783
701,Togo,1994,0.09000000000000001,134046,2.25,1.57,1.03,106.39638111111113,27.086577777777773
702,Togo,1995,0.09000000000000001,134259,2.55,3.39,1.21,125.32905888888891,27.18372222222222
703,Togo,1996,0.08,134472,3.37,1.96,2.01,113.69430555555556,27.23432222222223
704,Togo,1997,0.09000000000000001,134685,2.45,2.2,2.2,108.4978,27.076677777777785
705,Togo,1998,0.10000000000000002,134898,2.61,2.09,2.09,108.6097,27.784955555555552
706,Togo,1999,0.11,135111,3.23,1.6,1.6,129.84786666666665,27.175455555555555
707,Togo,2000,0.12,135324,3.41,2.07,2.07,103.79674777777777,27.38521111111111
708,Togo,2001,0.14,135537,3.71,2.02,2.02,94.96698333333332,27.424177777777786
709,Togo,2002,0.15,135750,2.35,1.48,1.49,110.72455,27.579811111111113
710,Togo,2003,0.17,135963,2.66,2.32,2.41,126.88978888888887,27.62422222222223
711,Togo,2004,0.24,136200,1.8,0.74,0.97,114.00313333333332,27.36083333333333
712,Togo,2005,0.09000000000000001,135057,0.26,0.01,0.03,108.83255555555556,27.73376666666667
713,Togo,2006,0.12,133929,0.0,0.0,0.01,103.89690555555555,27.779933333333336
714,Togo,2007,0.11,137049,0.0,0.0,0.0,128.28378555555554,27.53931111111111
715,Togo,2008,0.09000000000000001,139656,0.0,0.0,0.0,132.24867,27.26231111111111
716,Togo,2009,0.07,140001,0.0,0.55,2.18,121.76602777777777,27.701366666666665
717,Togo,2010,0.09000000000000001,138108,3.46,1.95,3.67,124.91466777777781,28.101255555555554
718,Togo,2011,0.05000000000000001,137751,5.0,0.91,3.51,106.17571000000001,27.732922222222218
719,Togo,2012,0.12,135939,2.41,1.92,0.35,114.55061777777777,27.34591111111111
720,Togo,2013,0.13,137478,3.3,3.04,4.68,99.57695222222222,27.637677777777782
721,Togo,2014,0.29,138246,0.62,1.12,0.0,118.48133333333334,27.80793333333333
722,Togo,2015,0.4000000000000001,138174,0.35,0.41,2.37,93.68281444444445,27.975733333333334
723,Togo,2016,0.46,138243,4.38,3.25,5.22,112.26790444444448,27.95104444444444
724,Tonga,2002,0.42,91830,0.0,0.0,0.0,172.5495,24.884022222222214
725,Tonga,2003,0.42,91038,0.0,0.0,0.0,115.27105555555558,25.152655555555555
726,Tonga,2004,0.42,91065,0.0,0.0,0.0,161.45076666666668,24.911855555555558
727,Tonga,2005,0.42,91002,0.0,0.0,0.0,121.48618888888888,25.248566666666665
728,Tonga,2006,0.41,94872,0.0,0.0,0.0,133.39442222222226,25.245744444444448
729,Tonga,2007,0.41,95799,0.0,0.0,0.0,147.00043333333332,25.518500000000003
730,Tonga,2008,0.41,89694,3.97,1.1,0.93,155.90043333333332,24.88503333333333
731,Tonga,2009,0.39,87330,3.83,1.21,1.65,143.78007777777782,25.017644444444446
732,Tonga,2010,0.39,84390,0.34,2.99,3.02,151.64798888888888,25.409011111111113
733,Tonga,2011,0.39,80649,0.26,2.05,2.05,175.2596888888889,25.170566666666666
734,Tonga,2012,0.3800000000000001,66531,1.86,1.69,1.53,138.03458888888886,24.89928888888889
735,Tonga,2013,0.3800000000000001,71007,2.5,1.38,1.35,148.07632222222222,25.22121111111111
736,Tonga,2014,0.5,73935,1.53,1.25,1.25,148.12776666666667,24.996288888888888
737,Tonga,2015,0.39,71127,1.79,1.88,1.66,126.41191111111112,24.722288888888887
738,Tonga,2016,0.26,68091,2.98,1.89,1.8,151.77994444444445,25.42841111111111
739,Uruguay,1991,1.36,321069,21.8,35.8,3.08,104.84911111111113,17.451166666666666
740,Uruguay,1992,1.58,355671,24.31,34.3,3.28,117.59594444444444,16.940275555555555
741,Uruguay,1993,1.23,345669,25.66,39.25,3.77,109.21671111111112,16.904764444444446
742,Uruguay,1994,1.7,350127,18.68,26.16,2.24,100.73127777777776,17.293377777777778
743,Uruguay,1995,1.79,349158,15.54,29.61,3.7,93.41077777777778,16.694177777777778
744,Uruguay,1996,2.53,386445,34.48,75.2,2.93,89.91878888888891,16.78294
745,Uruguay,1997,2.44,358125,34.16,58.43,1.31,88.72265555555555,17.77962222222222
746,Uruguay,1998,3.0499999999999994,363876,38.52,47.16,7.92,125.79172222222223,16.613522222222223
747,Uruguay,1999,2.7999999999999994,390996,30.67,38.15,6.42,104.44845555555555,16.730444444444444
748,Uruguay,2000,2.58,377106,25.61,39.76,8.21,131.43915555555554,17.073123333333335
749,Uruguay,2001,3.12,394452,37.67,39.99,4.21,134.61065555555555,17.989677777777775
750,Uruguay,2002,3.64,368244,18.27,40.67,0.28,152.1639222222222,17.198677777777778
751,Uruguay,2003,5.22,390045,46.19,58.39,2.79,133.14716666666666,16.825411111111116
752,Uruguay,2004,4.206666666666666,255408,59.09,67.26,0.0,85.24583333333334,17.500033333333338
753,Uruguay,2005,6.45,440937,51.59,83.25,1.78,132.0019777777778,17.461077777777774
754,Uruguay,2006,6.41,566547,67.6,76.46,1.41,92.28025555555556,17.356711111111117
755,Uruguay,2007,9.32,635223,61.34,75.12,0.0,127.55036666666668,16.648352222222222
756,Uruguay,2008,7.169999999999999,470940,49.8,50.13,2.63,79.09366666666669,17.417477777777773
757,Uruguay,2009,6.05,602964,47.27,44.02,1.33,87.79121111111112,17.33804
758,Uruguay,2010,7.23,555630,73.14,54.52,15.44,129.33358888888893,17.3206
759,Uruguay,2011,7.330000000000001,556539,59.03,64.99,5.42,99.60989999999998,17.081033333333334
760,Uruguay,2012,10.72,711930,99.02,69.83,6.7,100.66634444444445,17.52494777777778
761,Uruguay,2013,8.13,435279,88.99,108.64,51.18,96.09836666666668,16.607844444444446
762,Uruguay,2014,10.01,561945,76.72,80.24,38.89,141.8968777777778,17.477166666666665
763,Uruguay,2015,6.13,500703,47.81,47.37,15.96,93.49623333333334,18.051311111111108
764,Uruguay,2016,6.39,547779,74.89,67.35,20.87,107.09700000000001,16.790145555555554
765,Zimbabwe,1991,2.21,156765,29.45,14.16,10.26,40.420284444444434,20.69412222222222
766,Zimbabwe,1992,1.07,156000,18.64,11.2,6.93,22.12357888888889,21.611855555555554
767,Zimbabwe,1993,0.55,175794,26.24,14.73,9.97,45.326531111111116,20.973366666666664
768,Zimbabwe,1994,0.52,171510,29.03,13.22,11.09,29.754026666666668,20.67894444444445
769,Zimbabwe,1995,0.81,172956,23.68,11.84,9.66,27.629774444444447,21.338922222222227
770,Zimbabwe,1996,0.73,174462,26.86,10.57,10.57,54.371219999999994,20.56171111111111
771,Zimbabwe,1997,0.77,174687,26.11,12.22,10.28,69.88063000000002,20.69091111111111
772,Zimbabwe,1998,0.82,173931,27.14,12.0,10.86,42.198076666666665,21.49634444444445
773,Zimbabwe,1999,0.8000000000000002,176685,27.4,11.78,11.51,52.78080555555553,20.761322222222226
774,Zimbabwe,2000,0.8000000000000002,188367,23.62,11.73,9.32,70.15607444444444,20.57512222222222
775,Zimbabwe,2001,0.81,187176,22.16,9.46,9.51,63.39672555555554,21.04833333333333
776,Zimbabwe,2002,0.81,190410,18.86,12.82,3.06,26.19680111111111,21.258655555555556
777,Zimbabwe,2003,0.82,192084,20.67,11.84,6.43,45.78428555555556,21.0467
778,Zimbabwe,2004,0.79,196203,13.23,5.23,3.68,57.23847111111112,21.02204444444445
779,Zimbabwe,2005,0.7799999999999999,199476,12.1,5.19,3.96,31.006335555555548,22.01264444444445
780,Zimbabwe,2006,0.75,199485,14.41,10.79,6.38,52.95461333333332,20.851744444444442
781,Zimbabwe,2007,0.7799999999999999,201222,14.0,7.39,4.98,39.09722777777778,21.28434444444445
782,Zimbabwe,2008,0.7399999999999999,203319,11.16,7.04,3.29,38.46898555555557,20.952211111111108
783,Zimbabwe,2009,0.7799999999999999,205275,15.75,9.75,2.59,44.370564444444454,21.227055555555555
784,Zimbabwe,2010,0.81,207177,17.2,11.66,4.4,47.15333000000001,21.354155555555558
785,Zimbabwe,2011,0.7799999999999999,208797,13.85,9.07,3.01,46.47990555555556,20.683533333333326
786,Zimbabwe,2012,0.82,212640,10.0,4.88,2.93,41.57986777777778,20.933366666666668
787,Zimbabwe,2013,0.62,213087,9.07,5.78,3.66,45.996087777777774,20.72375555555556
788,Zimbabwe,2014,0.53,215637,11.27,7.66,4.93,41.425087777777755,20.738733333333336
789,Zimbabwe,2015,0.53,218052,10.39,7.22,4.73,30.084737777777768,21.112533333333328
790,Zimbabwe,2016,0.53,219057,14.17,9.59,7.95,24.975561111111112,21.214977777777776
